"Notes","Occurrence County","Occurrence County Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Forrest County, MS","28035","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",782,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",80,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",23,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,Not Applicable,Not Applicable,0.0%
,"Forrest County, MS","28035","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",13,Not Applicable,Not Applicable,0.0%
,"Franklin County, MS","28037","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",82,Not Applicable,Not Applicable,0.0%
,"George County, MS","28039","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",53,Not Applicable,Not Applicable,0.0%
,"Greene County, MS","28041","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",31,Not Applicable,Not Applicable,0.0%
,"Grenada County, MS","28043","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",145,Not Applicable,Not Applicable,0.0%
,"Hancock County, MS","28045","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",148,Not Applicable,Not Applicable,0.0%
,"Hancock County, MS","28045","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,Not Applicable,Not Applicable,0.0%
,"Hancock County, MS","28045","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,Not Applicable,Not Applicable,0.0%
,"Hancock County, MS","28045","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",533,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",19,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",60,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",127,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",159,Not Applicable,Not Applicable,0.0%
,"Harrison County, MS","28047","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",10,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",1610,Not Applicable,Not Applicable,0.1%
,"Hinds County, MS","28049","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",97,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",19,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",11,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",28,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",79,Not Applicable,Not Applicable,0.0%
,"Hinds County, MS","28049","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",127,Not Applicable,Not Applicable,0.0%
,"Itawamba County, MS","28057","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",12,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",21,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",19,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",12,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",37,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",100,Not Applicable,Not Applicable,0.0%
,"Jackson County, MS","28059","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",186,Not Applicable,Not Applicable,0.0%
,"Jasper County, MS","28061","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",25,Not Applicable,Not Applicable,0.0%
,"Jefferson County, MS","28063","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",26,Not Applicable,Not Applicable,0.0%
,"Jefferson Davis County, MS","28065","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",68,Not Applicable,Not Applicable,0.0%
,"Jefferson Davis County, MS","28065","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,Not Applicable,Not Applicable,0.0%
,"Jones County, MS","28067","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",353,Not Applicable,Not Applicable,0.0%
,"Jones County, MS","28067","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",14,Not Applicable,Not Applicable,0.0%
,"Jones County, MS","28067","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,Not Applicable,Not Applicable,0.0%
,"Jones County, MS","28067","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,Not Applicable,Not Applicable,0.0%
,"Jones County, MS","28067","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,Not Applicable,Not Applicable,0.0%
,"Kemper County, MS","28069","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",43,Not Applicable,Not Applicable,0.0%
,"Lafayette County, MS","28071","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",41,Not Applicable,Not Applicable,0.0%
,"Lafayette County, MS","28071","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",16,Not Applicable,Not Applicable,0.0%
,"Lafayette County, MS","28071","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,Not Applicable,Not Applicable,0.0%
,"Lamar County, MS","28073","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",42,Not Applicable,Not Applicable,0.0%
,"Lamar County, MS","28073","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,Not Applicable,Not Applicable,0.0%
,"Lamar County, MS","28073","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,Not Applicable,Not Applicable,0.0%
,"Lamar County, MS","28073","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,Not Applicable,Not Applicable,0.0%
,"Lauderdale County, MS","28075","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",281,Not Applicable,Not Applicable,0.0%
,"Lauderdale County, MS","28075","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,Not Applicable,Not Applicable,0.0%
,"Lawrence County, MS","28077","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",69,Not Applicable,Not Applicable,0.0%
,"Leake County, MS","28079","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",56,Not Applicable,Not Applicable,0.0%
,"Lee County, MS","28081","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",880,Not Applicable,Not Applicable,0.0%
,"Lee County, MS","28081","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",55,Not Applicable,Not Applicable,0.0%
,"Lee County, MS","28081","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",21,Not Applicable,Not Applicable,0.0%
,"Lee County, MS","28081","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,Not Applicable,Not Applicable,0.0%
,"Lee County, MS","28081","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,Not Applicable,Not Applicable,0.0%
